医院名,住所,郵便番号,評価,口コミ件数,Google Maps URL,公式ウェブサイト,都道府県,診療科目
川口歯科医院,日本、〒861-8039 熊本県熊本市東区長嶺南１丁目２−１８,861-8039,4.8,105,https://maps.google.com/?cid=15931477119610997264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://kumamoto-shika.com/,熊本県,矯正歯科
医療法人友枝会 友枝総合歯科・矯正歯科,日本、〒861-8001 熊本県熊本市北区武蔵ケ丘５丁目１−１６,861-8001,4.4,62,https://maps.google.com/?cid=7371283442096789913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://tdc-kumamoto.com/,熊本県,矯正歯科
たけお歯科クリニック,日本、〒870-1161 大分県大分市木上２０５９,870-1161,4.8,236,https://maps.google.com/?cid=1910093277221925498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.takeo-dc.com/?utm_source=google&utm_medium=maps,大分県,小児歯科
谷川デンタルクリニック,日本、〒870-0822 大分県大分市大道町４丁目２−３２,870-0822,4.8,150,https://maps.google.com/?cid=8466747549805515392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.tanigawa-dentalclinic.com/?utm_source=google&utm_medium=maps,大分県,小児歯科
徳丸歯科医院,日本、〒870-1123 大分県大分市寒田１０３６−１,870-1123,4.8,399,https://maps.google.com/?cid=6786519725694028649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tokumaru-shika.com/?utm_source=Google&utm_medium=map&utm_campaign=gbp,大分県,小児歯科
医療法人きし歯科ファミリークリニック,日本、〒870-0850 大分県大分市賀来西１丁目１２−３ リンツガーデンウォーク内,870-0850,4.5,154,https://maps.google.com/?cid=15239455778200484032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kishi-dental.com/?utm_source=google&utm_medium=maps,大分県,小児歯科
大分矯正歯科,日本、〒870-0027 大分県大分市末広町１丁目１−３２ 末広ビル 6F,870-0027,4.7,112,https://maps.google.com/?cid=14759799330534354844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://oita-ortho.com/,大分県,矯正歯科
新港イトセ歯科,日本、〒874-0923 大分県別府市新港町５−１ シャインリゾート別府 2F,874-0923,4.6,114,https://maps.google.com/?cid=13594854588965267735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.itoseshika.com/,大分県,矯正歯科
しろくま歯科◇矯正歯科,日本、〒874-0924 大分県別府市餅ケ浜町９−３９,874-0924,4.2,62,https://maps.google.com/?cid=17256898930468285178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://shirokuma-dental.jp/,大分県,矯正歯科
宮崎台デンタルクリニック,日本、〒216-0033 神奈川県川崎市宮前区宮崎２丁目８−４４ 1F,216-0033,3.9,54,https://maps.google.com/?cid=4130436463188801165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://miyazakidai-dc.com/?utm_source=google&utm_medium=maps,宮崎県,小児歯科
宮崎マウスピース矯正歯科,日本、〒880-0844 宮崎県宮崎市柳丸町153番地1 パティオ柳丸C1 4,880-0844,4.9,117,https://maps.google.com/?cid=8183108011499696033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://miyazaki-mouthpiece.com/,宮崎県,矯正歯科
松井たかし矯正歯科クリニック 宮崎橘通り分院,日本、〒880-0805 宮崎県宮崎市橘通東４丁目１−１ 瀬尾ビル ３Ｆ,880-0805,4.8,108,https://maps.google.com/?cid=12606500660084480167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://happysmile-m.com/,宮崎県,矯正歯科
おか歯科,日本、〒880-0873 宮崎県宮崎市堀川町１７７−１,880-0873,4.2,86,https://maps.google.com/?cid=18167099359026598601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.okashika.jp/,宮崎県,矯正歯科
ななつ星歯科,日本、〒890-0046 鹿児島県鹿児島市西田１丁目５−１ 鹿児島高見橋ビル １階,890-0046,4.9,305,https://maps.google.com/?cid=1867664764901600767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://nanatsuboshi-shika.jp/,鹿児島県,小児歯科
しゃもとデンタルクリニック,日本、〒890-0024 鹿児島県鹿児島市明和１丁目２５−１ ファミリープラザめいわ 1F,890-0024,4.8,63,https://maps.google.com/?cid=5886047813827397969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://shamoto-dc.jp/,鹿児島県,小児歯科
SAKUデンタルクリニック,日本、〒892-0846 鹿児島県鹿児島市加治屋町１９−１３ D design まちの杜 2階,892-0846,4.9,72,https://maps.google.com/?cid=14232112747658437333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://saku-dc.com/,鹿児島県,小児歯科
医療法人篤志会 さこだ歯科,日本、〒890-0053 鹿児島県鹿児島市中央町１９−４０ Li-Ka1920 6F,890-0053,4.3,353,https://maps.google.com/?cid=7722535331482139867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://tokushikai.jp/sakoda-dc/,鹿児島県,小児歯科
鹿児島セントラル歯科・矯正歯科,日本、〒890-0053 鹿児島県鹿児島市中央町１０ キャンセ ビル 6階 イオン鹿児島中央店内,890-0053,4.4,157,https://maps.google.com/?cid=5560218438010031496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://centralkcc.jp/,鹿児島県,小児歯科
永田デンタルクリニック,日本、〒890-0055 鹿児島県鹿児島市上荒田町２０−１０,890-0055,4.4,71,https://maps.google.com/?cid=3606117400279757646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://nagata-shika.net/,鹿児島県,小児歯科
田中矯正歯科,日本、〒890-0053 鹿児島県鹿児島市中央町２１−１４,890-0053,4.8,108,https://maps.google.com/?cid=17630813914715519943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://hayanokai.com/,鹿児島県,矯正歯科
えなつ歯科・矯正クリニック,日本、〒890-0045 鹿児島県鹿児島市武３丁目１０−４,890-0045,4.4,80,https://maps.google.com/?cid=5343162773100311121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://enatsu-dc.com/,鹿児島県,矯正歯科
鹿児島ローズ歯科・矯正歯科 リュクス,日本、〒890-0053 鹿児島県鹿児島市中央町１１ 鹿児島中央ターミナルビル 1F 鹿児島 インプラント インビザライン マウスピース矯正 セラミック ボツリヌス療法,890-0053,4.9,152,https://maps.google.com/?cid=17671864893997402216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://rose-smile.com/clinic-luxe?utm_source=google&utm_medium=map&utm_campaign=gbp,鹿児島県,矯正歯科
鹿児島ローズ歯科・矯正歯科 アミュプラザ,日本、〒890-0053 鹿児島県鹿児島市中央町1番地1 アミュプラザ鹿児島プレミアム館 7F 鹿児島 インプラント インビザライン マウスピース矯正 セラミック ボツリヌス療法,890-0053,4.7,216,https://maps.google.com/?cid=17928960807286670188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://rose-smile.com/clinic-amu?utm_source=google&utm_medium=map&utm_campaign=gbp,鹿児島県,矯正歯科
鹿児島こうづま歯科・矯正歯科,日本、〒891-0150 鹿児島県鹿児島市坂之上４丁目２３−１３ こうづま歯科医院 鹿児島 インプラント インビザライン マウスピース矯正 セラミック ボツリヌス療法,891-0150,4.7,131,https://maps.google.com/?cid=14660365831704562541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://ko-zuma.jp/m/?utm_source=google&utm_medium=map&utm_campaign=gbp,鹿児島県,矯正歯科
