date,open,high,low,close,volume
2021-10-13,42791.27,43006.34,42319.36,42446.1,433171
2021-10-14,42897.63,43412.63,42778.81,42838.94,272520
2021-10-15,43487.11,43579.91,43044.82,43328.48,293608
2021-10-18,42883.34,43823.74,42821.77,42985.06,329216
2021-10-19,42567.3,42651.87,41925.54,42615.38,238322
2021-10-20,42293.05,42882.03,42046.25,42439.92,478702
2021-10-21,41275.6,41471.39,40969.43,40999.53,363802
2021-10-22,40010.8,40370.62,39866.2,40078.21,475411
2021-10-25,40999.14,41471.39,40615.92,40908.42,318583
2021-10-26,41714.73,42417.51,41596.62,41930.37,168374
2021-10-27,42086.52,42286.85,41422.93,41774.03,106636
2021-10-28,42089.53,42578.77,41392.77,42136.88,165207
2021-10-29,42254.97,42548.81,42004.02,42334.06,115756
2021-11-01,44311.49,45181.55,43727.33,44335.04,111460
2021-11-02,45044.75,45099.88,44739.94,45085.87,116103
2021-11-03,45225.47,46008.42,44326.73,44999.44,489520
2021-11-04,43974.51,44510.31,43526.18,44359.06,461697
2021-11-05,43505.25,43873.64,42381.78,43302.93,120229
2021-11-08,43698.13,43815.68,43178.67,43435.29,190431
2021-11-09,43085.95,43133.63,42560.23,42945.29,234981
2021-11-10,42181.19,42508.1,42034.21,42038.81,276842
2021-11-11,41496.2,42065.44,40819.28,41633.06,311976
2021-11-12,41014.74,41501.2,40713.85,40963.09,161559
2021-11-15,42163.03,42356.6,41721.15,42012.98,244429
2021-11-16,42933.73,43305.14,41904.82,42572.27,177374
2021-11-17,42384.25,43127.85,42055.33,42567.18,454434
2021-11-18,43454.69,43788.2,43250.83,43522.7,196212
2021-11-19,43262.09,43998.22,43039.02,43573.24,369236
2021-11-22,42933.17,43522.5,42726.32,43013.93,244189
2021-11-23,43854.86,44534.65,43462.93,44007.97,132491
2021-11-24,44499.41,44995.77,43898.09,44365.16,215775
2021-11-25,43729.1,44726.85,43410.45,43680.24,264476
2021-11-26,43155.85,43897.39,42661.88,43555.7,180611
2021-11-29,43032.45,43112.13,42804.48,42987.37,429309
2021-11-30,42414.3,42539.6,41825.57,42104.91,201210
2021-12-01,42539.34,43078.36,42347.39,42693.94,229731
2021-12-02,44132.49,44877.64,43221.26,43934.43,330143
2021-12-03,43219.68,43935.67,42796.72,43022.35,407432
2021-12-06,43545.32,43997.0,43118.79,43387.19,398831
2021-12-07,42683.04,43087.73,42261.38,42965.81,439778
2021-12-08,42591.98,43555.06,42502.95,42653.01,286134
2021-12-09,42388.44,42842.36,41467.61,42275.68,319258
2021-12-10,41617.43,42094.5,41526.24,41731.33,120166
2021-12-13,41777.82,41854.99,41370.02,41761.71,325567
2021-12-14,41084.99,41244.62,41004.33,41244.41,236383
2021-12-15,41246.88,41483.64,40928.49,41412.07,157312
2021-12-16,41174.46,41809.85,40391.5,41380.88,460105
2021-12-17,41283.3,41546.96,40796.53,41232.83,371853
2021-12-20,40651.79,40778.05,40386.47,40675.31,353484
2021-12-21,40095.54,40420.94,40077.09,40324.92,391511
2021-12-22,41022.01,41532.98,39980.98,40784.44,153830
2021-12-23,41237.65,41333.09,40826.38,41092.03,141373
2021-12-24,40804.71,41072.77,40341.0,40493.88,100012
2021-12-27,40610.38,40982.48,40004.58,40554.26,201792
2021-12-28,41019.03,41142.27,40764.4,41013.93,134022
2021-12-29,40552.84,41425.69,39649.07,39999.65,342854
2021-12-30,40046.94,40566.98,39933.65,40326.99,138657
2021-12-31,39804.56,40494.55,38814.3,39928.16,449447
2022-01-03,40158.21,40679.98,39829.83,40271.37,369002
2022-01-04,39487.94,40272.12,39038.84,39812.93,153283
2022-01-05,38571.88,38876.09,37903.79,38749.53,380244
2022-01-06,37947.88,38149.77,37678.22,37814.98,299983
2022-01-07,37983.24,38529.99,37668.37,37842.27,346842
2022-01-10,37659.83,38127.3,37503.0,37989.98,150219
2022-01-11,37956.86,38200.62,37158.34,37478.14,122810
2022-01-12,37855.0,37929.24,37496.77,37838.86,317737
2022-01-13,37028.78,37499.19,36180.07,36907.47,200924
2022-01-14,36867.31,37207.82,36297.44,36870.9,459174
2022-01-17,36269.65,36736.26,35916.74,36207.18,356386
2022-01-18,36099.81,36592.86,35801.48,35854.89,380695
2022-01-19,35517.03,36170.63,35384.13,35880.39,406610
2022-01-20,35392.73,35783.83,34957.4,35420.29,370265
2022-01-21,35467.63,35673.01,34421.98,35216.56,473891
2022-01-24,35541.5,35937.86,35420.34,35752.16,333817
2022-01-25,35428.52,35564.01,35364.25,35444.12,302372
2022-01-26,35802.51,36055.66,35451.74,35891.22,499099
2022-01-27,34923.81,35530.22,34599.79,35288.15,453309
2022-01-28,35527.13,36207.78,35045.58,35569.7,363876
2022-01-31,36709.39,36995.47,36284.51,36347.22,481826
2022-02-01,35113.8,35140.99,34605.69,35024.33,340722
2022-02-02,34297.26,35123.96,34011.43,34608.17,256696
2022-02-03,34845.92,35085.66,34592.15,34909.04,183532
2022-02-04,34816.94,35054.06,34456.28,34802.88,330792
2022-02-07,35041.79,35429.32,34799.81,34997.17,316111
2022-02-08,34703.02,34977.77,34610.68,34681.54,218530
2022-02-09,34866.2,34891.99,34700.34,34726.61,273108
2022-02-10,34514.6,34705.4,34099.57,34645.61,132074
2022-02-11,35313.75,36115.88,35115.26,35257.84,431461
2022-02-14,35267.59,35710.71,35070.24,35392.65,116114
2022-02-15,35427.64,35727.42,34530.52,35572.34,332258
2022-02-16,35386.25,35553.51,34865.66,35353.24,480213
2022-02-17,35080.98,35332.48,34939.57,35095.61,275942
2022-02-18,34648.14,35401.88,34602.53,34868.63,460961
2022-02-21,34972.16,35528.95,34786.05,35075.55,277030
2022-02-22,34911.54,35333.4,34456.9,34854.76,321874
2022-02-23,34908.69,35162.09,34524.23,35006.59,413762
2022-02-24,35838.77,36744.33,35820.21,36113.52,342035
2022-02-25,36694.03,36904.56,36121.52,36588.51,328643
2022-02-28,36664.95,36868.16,35847.7,36410.01,366608
2022-03-01,37096.52,37137.88,36773.58,37072.0,165346
2022-03-02,36750.49,37047.75,36552.69,36845.77,259117
2022-03-03,35712.1,36783.25,34978.94,35736.37,253113
2022-03-04,35165.25,35266.62,34909.36,35200.06,128462
2022-03-07,34227.63,34808.03,33576.64,34226.01,451213
2022-03-08,34139.13,34162.63,33329.8,34046.02,118234
2022-03-09,34156.98,34312.24,33980.96,34055.43,167954
2022-03-10,34636.71,34964.43,34526.17,34922.66,157022
2022-03-11,35117.33,35460.71,34355.38,35094.34,130703
2022-03-14,34784.44,35598.38,33865.82,34979.19,109602
2022-03-15,35359.81,35775.01,35177.63,35417.09,139369
2022-03-16,34280.59,34454.53,33947.86,34261.68,257258
2022-03-17,34577.98,34691.06,34309.59,34382.98,171612
2022-03-18,34890.81,35253.74,34294.5,34782.86,468973
2022-03-21,34469.83,34532.96,33898.57,34019.91,239975
2022-03-22,34695.59,34816.43,34436.92,34608.6,259733
2022-03-23,34888.36,35001.04,34763.55,34784.77,172356
2022-03-24,34465.49,34941.37,34274.54,34568.76,331343
2022-03-25,35177.48,35330.42,34732.52,34898.43,446569
2022-03-28,36136.4,36268.75,36017.23,36107.56,319435
2022-03-29,36012.5,36388.22,35114.61,36206.2,498610
2022-03-30,36413.66,36715.31,35977.46,36341.26,163494
2022-03-31,36040.52,36301.69,35617.45,36091.71,367687
2022-04-01,35166.48,35820.35,34764.63,35634.55,330237
2022-04-04,35768.59,36118.47,35325.4,36081.15,321388
2022-04-05,35371.99,35741.43,34945.87,35620.79,325557
2022-04-06,35547.77,35972.64,35164.79,35659.05,326956
2022-04-07,35520.76,35814.9,35311.66,35404.47,153272
2022-04-08,36095.07,36286.9,35100.66,35659.75,339719
2022-04-11,35507.63,35881.52,35507.02,35838.68,214250
2022-04-12,36359.32,36633.96,36314.57,36400.8,169763
2022-04-13,35962.42,36145.73,35655.8,36123.39,262946
2022-04-14,36358.91,36707.37,35958.86,35977.45,178517
2022-04-15,35619.07,35684.89,35008.85,35453.11,271869
2022-04-18,35286.59,35399.78,35149.28,35217.62,328849
2022-04-19,35316.17,35697.3,35093.91,35417.5,222566
2022-04-20,35687.76,36583.08,35212.63,35821.95,270599
2022-04-21,35201.77,35400.52,34677.56,35329.86,213313
2022-04-22,35810.57,36254.47,35651.89,35793.72,105544
2022-04-25,36773.2,37208.07,36489.8,36529.02,325836
2022-04-26,36939.93,37405.09,36334.87,36756.26,472696
2022-04-27,37928.5,38066.53,37701.14,37805.72,188260
2022-04-28,37453.7,38221.43,37369.2,37369.45,195626
2022-04-29,36823.45,37112.82,36382.35,36678.25,183876
2022-05-02,35410.33,35724.73,35370.89,35712.58,473817
2022-05-03,36706.47,36963.61,36245.44,36523.05,486255
2022-05-04,37077.76,37443.28,36778.51,36883.31,368683
2022-05-05,36950.43,37549.95,36844.39,36852.57,224875
2022-05-06,36737.33,37709.98,36389.1,37007.66,398085
2022-05-09,36296.91,36904.13,35994.45,36388.13,413354
2022-05-10,37627.4,37836.94,37347.38,37747.86,400511
2022-05-11,37535.9,38258.68,37527.25,37821.1,143605
2022-05-12,37745.19,38190.45,37324.69,37883.21,423530
2022-05-13,38225.63,38572.59,38009.66,38297.88,376129
2022-05-16,38656.83,38714.57,38434.74,38575.21,232646
2022-05-17,39134.73,39138.18,38299.98,38704.97,224825
2022-05-18,38254.32,38397.14,38129.27,38248.75,154920
2022-05-19,38495.38,38651.43,38032.26,38520.21,424778
2022-05-20,39776.76,39833.3,39488.94,39623.14,443402
2022-05-23,40512.16,40804.64,40089.06,40430.91,200925
2022-05-24,41647.11,41674.05,41378.58,41408.76,121453
2022-05-25,41050.58,41834.78,40906.61,41092.44,167311
2022-05-26,40699.52,40772.25,39989.29,40486.97,175678
2022-05-27,40429.05,41159.42,40063.04,40410.65,431483
2022-05-30,40908.49,41126.68,40104.92,40444.44,142160
2022-05-31,41210.97,41597.25,40711.5,41113.73,451711
2022-06-01,40365.05,40595.84,39949.79,40083.11,263111
2022-06-02,41028.29,41105.14,40445.17,41013.38,199516
2022-06-03,41078.58,41136.24,40790.42,40916.29,410202
2022-06-06,40447.26,40778.3,40437.6,40655.13,490311
2022-06-07,39989.69,40617.56,39463.5,40042.58,237636
2022-06-08,38529.17,39429.01,38523.31,39060.84,303103
2022-06-09,39753.33,39825.47,39504.09,39546.14,365258
2022-06-10,39282.16,40280.84,38732.49,39589.66,178285
2022-06-13,38756.83,39023.92,38342.22,38830.98,267587
2022-06-14,37768.71,38192.66,37736.86,38083.93,228341
2022-06-15,38205.44,38508.47,37846.34,37892.59,238006
2022-06-16,38579.47,39011.98,38394.75,38853.22,167125
2022-06-17,38833.73,38958.65,38637.18,38702.22,272214
2022-06-20,37845.77,38240.07,37372.61,37839.36,348532
2022-06-21,37419.34,37921.03,37296.19,37700.14,114236
2022-06-22,37526.23,37716.61,37310.86,37546.22,277673
2022-06-23,36254.77,36292.27,35321.34,36057.67,444578
2022-06-24,35990.05,36570.26,35986.39,36028.31,494758
2022-06-27,35956.93,36249.26,35608.14,35903.73,315357
2022-06-28,36332.96,36537.4,35765.03,36280.64,427547
2022-06-29,37204.49,37674.63,37019.37,37300.94,100239
2022-06-30,37734.84,38236.27,37646.02,37936.62,216544
2022-07-01,37533.45,38475.8,37072.38,37783.92,450361
2022-07-04,37159.01,37502.37,36890.62,37161.96,481361
2022-07-05,38564.22,38682.54,38438.24,38624.48,219226
2022-07-06,38480.86,38849.19,38332.79,38658.8,353962
2022-07-07,38722.68,38792.79,38162.94,38666.88,131142
2022-07-08,38613.67,38738.06,38007.49,38652.89,473918
2022-07-11,38781.21,38844.94,38685.68,38767.91,213673
2022-07-12,38519.22,39249.91,38159.93,38684.05,163951
2022-07-13,37924.34,38695.01,37729.56,38352.61,224123
2022-07-14,38314.29,38320.54,37738.64,38039.29,162309
2022-07-15,38267.84,38595.6,37983.47,38020.61,250945
2022-07-18,37617.0,37747.63,37566.54,37711.95,117240
2022-07-19,37387.73,37536.42,36869.08,37310.85,479111
2022-07-20,37445.85,37651.57,36879.12,37370.46,237036
2022-07-21,37122.54,37665.67,36941.55,37227.81,158408
2022-07-22,38130.32,38458.94,37601.47,38077.21,354258
2022-07-25,36390.07,36947.79,36245.4,36592.79,338586
2022-07-26,37114.44,37636.42,37011.21,37196.85,194993
2022-07-27,37834.75,38269.63,37315.75,37898.64,340378
2022-07-28,36557.13,37254.25,36378.95,36738.1,287616
2022-07-29,36647.26,36839.54,36369.31,36549.74,143945
2022-08-01,36287.07,36637.83,35884.3,36346.67,122296
2022-08-02,35791.44,36291.01,35376.89,35587.33,254722
2022-08-03,35080.24,35267.41,34707.94,35174.54,223071
2022-08-04,34585.57,34703.97,34013.66,34593.43,453791
2022-08-05,35789.14,36653.17,35347.74,35514.74,466595
2022-08-08,35939.45,36411.95,35408.65,36016.71,403929
2022-08-09,36780.24,36830.24,36483.36,36710.27,452358
2022-08-10,37389.9,37962.97,37036.98,37109.82,397562
2022-08-11,36460.52,36773.79,36352.08,36486.63,277940
2022-08-12,36182.27,36995.69,36123.61,36200.68,463819
2022-08-15,36743.33,36889.58,36270.06,36467.39,273477
2022-08-16,35995.96,36137.45,35446.33,35804.97,417574
2022-08-17,36218.84,36425.8,35905.94,36189.96,438015
2022-08-18,36171.79,36372.95,36012.83,36059.73,260750
2022-08-19,35758.17,36553.19,35492.85,35857.56,353897
2022-08-22,36476.06,36689.78,35974.99,36242.01,318278
2022-08-23,36364.95,36823.87,36322.58,36484.33,186412
2022-08-24,36589.37,36621.37,36088.35,36287.32,290040
2022-08-25,36934.9,37285.61,36549.53,36923.87,278690
2022-08-26,36483.97,36579.8,36207.73,36329.94,100377
2022-08-29,36805.15,37242.19,36600.6,36667.15,161257
2022-08-30,37219.56,37469.5,36429.53,36994.82,392500
2022-08-31,36480.9,37141.69,36272.46,36823.44,458958
2022-09-01,37040.39,37169.83,36718.14,37004.02,426298
2022-09-02,36017.25,36862.81,35597.8,36316.06,236001
2022-09-05,36806.85,37020.89,36649.25,36822.92,172727
2022-09-06,36499.1,36813.31,36384.32,36720.93,354129
2022-09-07,36768.98,36982.48,36211.38,36434.13,116598
2022-09-08,37128.58,37825.37,36860.01,37011.96,274158
2022-09-09,36784.17,36802.31,36341.41,36622.98,203561
2022-09-12,35791.56,36110.1,34902.15,35857.37,340233
2022-09-13,35249.21,35389.22,34643.69,35029.82,346877
2022-09-14,35363.3,35407.18,34899.16,35349.69,366674
2022-09-15,34743.04,35216.44,34108.31,34677.23,295914
2022-09-16,35235.78,35728.94,34738.15,35602.12,422069
2022-09-19,34523.05,35187.08,34240.19,34507.49,275086
2022-09-20,35475.36,36079.19,35201.9,35396.86,469058
2022-09-21,35474.51,36242.37,35464.42,35509.08,394852
2022-09-22,35452.33,35651.24,35240.73,35457.6,104801
2022-09-23,35128.11,35746.92,35001.42,35168.96,294007
2022-09-26,35803.08,35938.09,35344.78,35380.15,271659
2022-09-27,35078.07,35532.84,34855.91,35360.18,177983
2022-09-28,36233.42,36243.86,35907.75,35950.25,147684
2022-09-29,35890.5,36040.37,35682.65,36011.9,437597
2022-09-30,35999.18,36663.72,35977.18,36093.18,331045
2022-10-03,35797.77,36561.61,35517.26,35896.86,226213
2022-10-04,35816.65,36158.89,35738.78,35866.21,486509
2022-10-05,35973.34,36608.17,35684.79,36032.18,214082
2022-10-06,34991.67,35874.16,34424.47,35119.62,212767
2022-10-07,34397.08,34594.45,34320.89,34416.54,122489
2022-10-10,34954.42,34965.04,34479.82,34802.39,199897
2022-10-11,35276.25,35605.18,34746.87,34891.71,323687
2022-10-12,34631.93,34807.6,34157.46,34795.55,131886
2022-10-13,34521.01,34965.37,34453.75,34805.17,330266
2022-10-14,35025.74,35379.57,34811.74,34987.11,451935
2022-10-17,34952.53,35214.64,34608.06,34704.98,349402
2022-10-18,34234.23,34565.45,33972.78,34302.17,220386
2022-10-19,34597.02,34794.91,34160.64,34403.09,289663
2022-10-20,33997.35,34447.5,33870.37,33901.89,287422
2022-10-21,34068.2,34242.6,33964.08,34110.14,181413
2022-10-24,33182.31,33739.27,33061.62,33250.04,113772
2022-10-25,33775.7,34218.55,33691.56,33767.31,454095
2022-10-26,34021.1,34313.42,33937.44,34007.54,431826
2022-10-27,34268.17,34644.65,33653.45,34138.39,475272
2022-10-28,34487.46,35067.56,34136.49,34645.33,471761
2022-10-31,35658.55,35870.89,35312.2,35521.75,395418
2022-11-01,36037.23,36291.73,35683.92,36066.36,493178
2022-11-02,34892.99,35558.09,34583.77,35084.08,490647
2022-11-03,34625.71,34796.46,34054.06,34417.11,172263
2022-11-04,34064.19,34486.8,33799.38,34096.05,257502
2022-11-07,33924.49,34831.41,33639.32,34109.4,123383
2022-11-08,34504.18,34587.92,33725.59,34375.28,167208
2022-11-09,33806.17,34574.89,33765.74,34003.1,453737
2022-11-10,33990.16,34203.4,33617.79,34098.49,365895
2022-11-11,34000.45,34231.95,33668.41,33714.31,102941
2022-11-14,32968.73,33764.04,32549.41,33406.47,115360
2022-11-15,32734.18,32748.04,32687.2,32708.98,463972
2022-11-16,31821.5,32458.78,31300.15,32259.13,419121
2022-11-17,31590.99,31960.95,30846.29,31611.66,486682
2022-11-18,31072.08,31312.66,30996.41,31152.29,445183
2022-11-21,31527.37,31659.48,30834.18,31648.55,451099
2022-11-22,31406.91,31572.28,31052.09,31201.04,323075
2022-11-23,32155.51,32494.14,31786.95,32457.68,221961
2022-11-24,32682.73,32795.99,32602.21,32698.75,219143
2022-11-25,32764.49,33284.09,32568.76,32789.54,233091
2022-11-28,32291.14,32426.84,32132.43,32370.07,495249
2022-11-29,32494.5,32731.91,32462.36,32711.9,383868
2022-11-30,32588.87,32679.58,32265.52,32430.66,212730
2022-12-01,32474.17,32850.04,32049.16,32490.07,110842
2022-12-02,34088.54,34223.46,33673.01,33761.99,273135
2022-12-05,33425.45,34602.64,33126.88,33713.38,457573
2022-12-06,34255.8,34675.98,33719.47,34299.61,470763
2022-12-07,33941.57,34132.01,33348.6,33939.73,483548
2022-12-08,33858.95,34004.57,33489.81,33921.92,213020
2022-12-09,34717.32,35382.49,34441.74,34835.03,161808
2022-12-12,34534.73,34705.35,33523.85,34508.96,203516
2022-12-13,35357.04,35551.53,35300.58,35460.01,328341
2022-12-14,35915.53,35931.87,35638.37,35838.47,105678
2022-12-15,35477.1,36121.09,35089.7,35537.37,498168
2022-12-16,36038.15,36155.08,35228.93,35876.09,313329
2022-12-19,36189.24,36525.39,35280.33,36403.3,190904
2022-12-20,36736.97,37431.11,36582.79,36744.42,306066
2022-12-21,36119.96,36340.29,35746.85,35889.08,238783
2022-12-22,35299.03,36009.22,35176.44,35499.76,293669
2022-12-23,35431.06,35915.13,34988.62,35368.21,195315
2022-12-26,35232.15,35337.65,34688.48,35328.74,204339
2022-12-27,35141.33,35870.08,35116.07,35659.19,445372
2022-12-28,35838.65,35913.74,35364.06,35754.37,447191
2022-12-29,35331.22,35550.96,34779.99,35045.32,283160
2022-12-30,35203.87,35597.38,35102.9,35245.76,197598
2023-01-02,35436.6,36013.35,34767.72,35570.05,310437
2023-01-03,35763.02,36272.17,35430.63,35869.98,394589
2023-01-04,36169.43,36901.4,36134.29,36456.24,228293
2023-01-05,36547.06,37136.04,36193.8,36915.13,489961
2023-01-06,36924.77,37959.64,36817.81,37170.26,196640
2023-01-09,37139.68,37570.27,36769.84,37131.16,342929
2023-01-10,36264.97,36486.17,36164.95,36217.49,395832
2023-01-11,36331.75,36637.04,36175.41,36451.64,112141
2023-01-12,36539.95,37006.02,36378.29,36565.38,481322
2023-01-13,36652.0,37157.64,36092.27,36714.63,317920
2023-01-16,35949.36,36263.3,35681.42,36018.19,264457
2023-01-17,35318.39,35784.06,35069.95,35438.84,246671
2023-01-18,36055.98,36080.22,35593.7,36003.12,302370
2023-01-19,35821.14,36159.77,35683.79,35981.77,437945
2023-01-20,36604.96,36987.56,36207.38,36351.48,380626
2023-01-23,36336.2,36374.15,36297.22,36366.92,231751
2023-01-24,36573.56,36851.6,36042.22,36383.16,217566
2023-01-25,36790.16,37525.92,36642.34,36898.84,377168
2023-01-26,36812.76,37403.27,36459.77,36614.32,209866
2023-01-27,36952.59,37715.07,36550.79,36667.15,331725
2023-01-30,36444.77,36792.93,36295.7,36413.78,120466
2023-01-31,36589.33,36606.66,35604.84,36177.23,224094
2023-02-01,36012.98,36497.03,35594.38,36009.84,285594
2023-02-02,35977.35,36276.07,35719.8,36130.02,142485
2023-02-03,35987.98,36197.35,35724.38,35871.5,357563
2023-02-06,36605.58,36706.83,36116.6,36553.59,358562
2023-02-07,36376.23,37282.85,36031.48,36066.35,132578
2023-02-08,35907.14,36591.99,35711.07,35965.39,318171
2023-02-09,35801.02,36077.3,35550.16,35728.95,141725
2023-02-10,36592.96,37460.82,35767.29,36512.91,142684
2023-02-13,36783.46,36916.32,36464.86,36620.72,130111
2023-02-14,37397.98,37625.16,37041.54,37191.93,204019
2023-02-15,36477.07,36531.58,35964.16,36372.33,384140
2023-02-16,36585.84,36704.5,36323.78,36518.32,210039
2023-02-17,36750.37,37461.18,36632.45,37008.91,109857
2023-02-20,37024.13,37454.83,36675.07,37054.61,434551
2023-02-21,37902.04,38402.75,37518.94,37651.59,492993
2023-02-22,37197.72,37407.33,36882.7,37360.57,115979
2023-02-23,38365.17,38540.26,38016.47,38158.78,122040
2023-02-24,39862.61,40284.53,38510.91,39497.58,471422
2023-02-27,39010.26,39692.1,38718.84,39283.2,489027
2023-02-28,39030.06,39167.0,38155.93,39021.56,242113
2023-03-01,40105.9,40613.42,39486.26,39881.6,226267
2023-03-02,41025.8,41169.54,40493.02,40837.82,115918
2023-03-03,40721.66,40829.4,40467.68,40518.79,283721
2023-03-06,40458.95,40550.66,40038.1,40264.21,428503
2023-03-07,40000.9,40700.99,39876.55,40094.38,176997
2023-03-08,38983.75,39510.76,38718.57,39293.91,119506
2023-03-09,38714.98,39213.07,38483.95,38756.16,136541
2023-03-10,37790.5,38360.32,37224.89,38176.78,174636
2023-03-13,37646.84,37922.86,37600.14,37739.63,436139
2023-03-14,37601.95,38198.15,37493.39,37720.0,230695
2023-03-15,38059.93,38710.24,37569.96,37852.75,332302
2023-03-16,39014.36,39343.29,38292.9,38743.42,182352
2023-03-17,38001.67,38298.45,37856.09,38167.55,443440
2023-03-20,38579.41,38776.89,38429.96,38735.27,173640
2023-03-21,38971.62,39456.12,38338.08,38611.14,433783
2023-03-22,38771.4,38950.2,38290.6,38582.5,356178
2023-03-23,39013.9,39045.48,38944.27,38975.03,166601
2023-03-24,38235.74,38648.05,38024.15,38324.15,194153
2023-03-27,38711.12,38715.66,38366.99,38544.62,403590
2023-03-28,38568.82,38981.46,38568.31,38640.97,158645
2023-03-29,38686.79,39190.42,38504.24,38927.46,337473
2023-03-30,38924.07,39411.47,38504.92,39096.68,279188
2023-03-31,40609.91,40628.08,40145.34,40563.43,241819
2023-04-03,39967.6,40813.49,39802.54,40177.25,466115
2023-04-04,39957.59,40075.19,39741.62,39858.51,462794
2023-04-05,39341.03,39747.42,39313.68,39487.68,370728
2023-04-06,38978.35,39391.34,38754.87,39160.03,157547
2023-04-07,38733.79,38856.43,38380.23,38787.42,418231
2023-04-10,39259.64,39699.28,38730.95,39485.41,314910
2023-04-11,40081.41,40811.78,39622.76,40335.77,351493
2023-04-12,40186.41,40230.83,39504.94,39991.92,496649
2023-04-13,39545.99,39744.05,39148.75,39495.71,369717
2023-04-14,39559.03,40091.93,39487.07,39775.99,412279
2023-04-17,39475.13,39561.52,39145.6,39447.87,352254
2023-04-18,39481.22,40594.09,39059.1,39824.17,474470
2023-04-19,39791.1,40093.46,39558.59,39945.57,201134
2023-04-20,39022.73,39140.44,38931.85,39047.61,388421
2023-04-21,40108.64,40458.71,39578.49,39964.61,111248
2023-04-24,41353.44,41943.19,40941.56,41055.81,194012
2023-04-25,40618.14,41115.52,39919.9,40680.16,338417
2023-04-26,40394.88,40619.92,40117.63,40444.27,365143
2023-04-27,40446.78,41207.89,40441.06,40618.07,154298
2023-04-28,40718.95,41169.07,40603.0,40822.36,426382
2023-05-01,41124.79,41536.55,41033.69,41227.61,236890
2023-05-02,42495.64,42539.93,41985.37,42489.68,494470
2023-05-03,42313.82,42617.07,41961.93,42377.05,128027
2023-05-04,42024.53,42081.97,41358.46,41872.63,278354
2023-05-05,41012.81,41434.18,40635.93,41015.2,169585
2023-05-08,40844.66,41407.82,40488.05,40567.97,313919
2023-05-09,40423.98,40551.1,40360.08,40547.81,426422
2023-05-10,41940.44,42072.6,41268.2,41654.12,264377
2023-05-11,41379.21,42055.79,40789.81,41331.96,266953
2023-05-12,41318.89,41748.71,40957.05,41470.94,302417
2023-05-15,41698.8,42300.07,41248.29,41460.72,157550
2023-05-16,41959.26,43166.17,41858.73,42206.42,269074
2023-05-17,43838.84,44037.71,43080.2,43836.92,392887
2023-05-18,43635.29,43885.18,42899.5,43489.23,194688
2023-05-19,43260.61,43734.78,42987.51,43171.12,266251
2023-05-22,43984.19,44158.02,43590.58,43852.61,295160
2023-05-23,44735.02,44969.08,43762.81,44303.45,243497
2023-05-24,45546.22,45628.99,44285.09,45547.84,466702
2023-05-25,45812.19,46052.23,45175.85,45948.54,387479
2023-05-26,45648.21,46907.26,45574.68,45701.57,198327
2023-05-29,45791.43,46222.91,45504.49,46108.28,480905
2023-05-30,47400.84,47664.74,46377.54,46881.5,250328
2023-05-31,47491.6,47608.47,47081.27,47462.04,278749
2023-06-01,47659.24,48153.39,47505.07,47824.57,470634
2023-06-02,48314.45,48907.74,47509.84,48595.92,306908
2023-06-05,49150.43,49929.35,48696.47,49455.78,486334
2023-06-06,50543.06,50785.79,49959.08,50491.82,198181
2023-06-07,51222.94,51597.85,50459.08,50985.54,456987
2023-06-08,51255.57,51374.13,50564.73,50857.89,199314
2023-06-09,51198.67,51777.33,50626.22,50969.94,212513
2023-06-12,51707.73,52650.01,51458.03,51900.77,107860
2023-06-13,50942.74,51908.13,50792.92,51268.66,163866
2023-06-14,51622.77,51886.13,50896.91,51552.96,117944
2023-06-15,50866.34,51741.4,50212.51,51249.69,424374
2023-06-16,51111.42,51567.82,51045.66,51271.79,262585
2023-06-19,52240.39,53077.9,51984.37,52264.51,180364
2023-06-20,52558.06,52773.36,52227.43,52414.54,215660
2023-06-21,52484.21,53102.27,51468.6,52451.06,106787
2023-06-22,51643.34,52016.63,51334.55,51392.01,366378
2023-06-23,51442.23,53068.31,51035.9,51970.51,373774
2023-06-26,52475.65,53311.92,52465.5,52476.15,294116
2023-06-27,54317.1,54839.57,54133.85,54206.87,345246
2023-06-28,53925.22,54383.93,53906.88,53957.19,350733
2023-06-29,54342.82,54682.14,52456.85,54134.85,401390
2023-06-30,54372.69,54448.07,53747.56,54337.74,318499
2023-07-03,55592.86,56098.66,55267.82,55638.8,151561
2023-07-04,55456.47,55856.43,55292.89,55559.32,349255
2023-07-05,56122.7,56453.82,55423.5,55792.34,194273
2023-07-06,55947.35,56681.74,55732.4,56303.41,150720
2023-07-07,56534.96,57113.43,56348.32,56461.23,164344
2023-07-10,55795.8,56661.74,55351.27,56084.4,142318
2023-07-11,56630.6,56645.63,56235.06,56247.92,480111
2023-07-12,57371.88,58703.09,56713.74,57161.1,439281
2023-07-13,55365.97,56748.08,54696.77,56287.69,432776
2023-07-14,56390.55,57353.61,55838.76,56400.07,296771
2023-07-17,55390.8,56044.51,55353.75,55810.86,233618
2023-07-18,57233.6,57385.62,56593.12,56820.33,479712
2023-07-19,55291.22,55825.95,54245.16,55536.83,114063
2023-07-20,54966.96,55340.92,53895.45,55073.17,320684
2023-07-21,55177.72,56517.71,55122.98,55385.66,203290
2023-07-24,56808.41,56957.67,55796.77,56701.67,403808
2023-07-25,56833.34,57362.07,56613.52,56645.77,410346
2023-07-26,56081.52,56600.95,55008.08,56175.99,181991
